latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
39.32769,127.06631,332,0.8,0.8,2017-04-29,0536,N,nominal,1.0NRT,295.7,4.1,D
39.1927,122.04257,336.8,0.4,0.6,2017-04-29,0536,N,nominal,1.0NRT,306.9,0.9,D
39.02917,117.49089,339.8,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,309.9,3.1,D
38.97746,115.8419,338.4,0.4,0.4,2017-04-29,0536,N,low,1.0NRT,312.5,3.5,D
38.31394,110.16881,340.9,0.4,0.4,2017-04-29,0536,N,low,1.0NRT,312.6,3.4,D
39.17686,117.2502,339.5,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,310.2,2.6,D
39.17706,117.25243,342.1,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,311.7,3.4,D
39.54168,122.58221,339.2,0.4,0.6,2017-04-29,0536,N,nominal,1.0NRT,303.1,2.5,D
39.20854,116.90718,345.1,0.4,0.5,2017-04-29,0536,N,nominal,1.0NRT,311.9,5,D
39.54312,121.36364,335.2,0.4,0.6,2017-04-29,0536,N,nominal,1.0NRT,301.5,3.2,D
39.69368,121.82566,336.6,0.4,0.6,2017-04-29,0536,N,nominal,1.0NRT,306.3,1.8,D
39.70989,121.92576,338.9,0.4,0.6,2017-04-29,0536,N,nominal,1.0NRT,305.6,3.4,D
39.70966,121.92086,339.7,0.4,0.6,2017-04-29,0536,N,nominal,1.0NRT,304.9,3.4,D
39.2609,115.88683,334.2,0.4,0.5,2017-04-29,0536,N,low,1.0NRT,307.1,1.5,D
39.69632,121.82604,347.3,0.4,0.6,2017-04-29,0536,N,nominal,1.0NRT,306.9,3.5,D
39.7061,121.9215,343.6,0.4,0.6,2017-04-29,0536,N,nominal,1.0NRT,306.7,6.6,D
39.92796,126.10139,337.7,0.7,0.8,2017-04-29,0536,N,nominal,1.0NRT,295.7,11,D
39.92683,126.10478,349.5,0.7,0.8,2017-04-29,0536,N,nominal,1.0NRT,297,9.2,D
39.86876,122.07466,343.3,0.4,0.6,2017-04-29,0536,N,nominal,1.0NRT,305.3,5.7,D
38.17492,106.6253,341.6,0.4,0.4,2017-04-29,0536,N,low,1.0NRT,315.5,2.6,D
39.754,118.07948,333.3,0.5,0.5,2017-04-29,0536,N,low,1.0NRT,305,2.5,D
39.75956,118.091,332.3,0.5,0.5,2017-04-29,0536,N,low,1.0NRT,306.3,6.9,D
39.59694,116.09527,345.4,0.4,0.5,2017-04-29,0536,N,nominal,1.0NRT,307.3,2.8,D
39.80238,118.05295,341.2,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,308.7,5.1,D
39.86707,118.16831,345.4,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,310.1,3.6,D
39.87123,118.1617,335.2,0.5,0.5,2017-04-29,0536,N,low,1.0NRT,309.5,3.6,D
39.88103,117.70403,334.9,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,309.7,2.8,D
39.798,116.2335,342.6,0.4,0.5,2017-04-29,0536,N,nominal,1.0NRT,310.3,5.9,D
39.79753,116.22858,344.2,0.4,0.5,2017-04-29,0536,N,nominal,1.0NRT,314,5.9,D
39.95854,117.87259,346.7,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,313.1,16.1,D
39.88531,116.88709,333.5,0.4,0.5,2017-04-29,0536,N,low,1.0NRT,306.8,1.1,D
39.08967,109.96357,345.3,0.4,0.4,2017-04-29,0536,N,nominal,1.0NRT,315.3,7.2,D
40.29286,122.2311,331.4,0.4,0.6,2017-04-29,0536,N,nominal,1.0NRT,305.5,3.9,D
40.29265,122.2261,338.6,0.4,0.6,2017-04-29,0536,N,nominal,1.0NRT,305.9,5.2,D
39.9861,117.04063,348.8,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,306.8,4.5,D
40.37968,122.2361,346.1,0.4,0.6,2017-04-29,0536,N,nominal,1.0NRT,304.9,5.4,D
40.1331,117.15981,332.5,0.5,0.5,2017-04-29,0536,N,low,1.0NRT,307.2,1.2,D
39.75629,113.05076,341.5,0.5,0.4,2017-04-29,0536,N,low,1.0NRT,315.1,3.3,D
40.1815,116.79741,334,0.4,0.5,2017-04-29,0536,N,low,1.0NRT,307.2,4.4,D
40.21915,117.02555,338.7,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,308.9,4.1,D
40.21893,117.02249,340.5,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,309.1,4.1,D
40.5598,123.16055,333.1,0.5,0.7,2017-04-29,0536,N,nominal,1.0NRT,298,2.4,D
40.18239,116.33983,342.8,0.4,0.5,2017-04-29,0536,N,nominal,1.0NRT,309.9,8.6,D
39.73042,112.06053,340.6,0.4,0.4,2017-04-29,0536,N,nominal,1.0NRT,309.2,3.4,D
40.48838,119.404,342,0.6,0.6,2017-04-29,0536,N,nominal,1.0NRT,309.7,5.8,D
40.48861,119.40341,341.8,0.6,0.6,2017-04-29,0536,N,nominal,1.0NRT,309.9,4.3,D
40.77843,126.38209,329.3,0.7,0.8,2017-04-29,0536,N,nominal,1.0NRT,292.7,7.2,D
40.77841,126.37545,346,0.7,0.8,2017-04-29,0536,N,nominal,1.0NRT,295.7,7.2,D
39.91885,112.07068,334.5,0.4,0.4,2017-04-29,0536,N,low,1.0NRT,308.1,2.3,D
39.82865,111.27067,339.2,0.4,0.4,2017-04-29,0536,N,low,1.0NRT,314.1,2.1,D
40.18231,114.1672,336.8,0.5,0.4,2017-04-29,0536,N,low,1.0NRT,310.8,3,D
39.70146,110.25698,339.3,0.4,0.4,2017-04-29,0536,N,low,1.0NRT,313,3.5,D
39.74765,109.96809,339.2,0.4,0.4,2017-04-29,0536,N,low,1.0NRT,310.1,1.8,D
39.94989,111.26417,339.2,0.4,0.4,2017-04-29,0536,N,nominal,1.0NRT,313.6,3,D
40.71043,117.71506,334,0.5,0.5,2017-04-29,0536,N,low,1.0NRT,306,3.3,D
39.36524,106.97585,339.8,0.4,0.4,2017-04-29,0536,N,low,1.0NRT,314.5,5.2,D
40.71025,117.71245,339.6,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,307.2,5.9,D
41.10865,123.75612,335.4,0.5,0.7,2017-04-29,0536,N,nominal,1.0NRT,300.2,3.5,D
40.24447,112.11686,346.9,0.4,0.4,2017-04-29,0536,N,nominal,1.0NRT,312.2,2.7,D
40.96544,119.58045,338,0.6,0.6,2017-04-29,0536,N,nominal,1.0NRT,309,4.2,D
41.10558,119.74446,345.9,0.3,0.6,2017-04-29,0536,N,nominal,1.0NRT,307.6,2.4,D
41.10535,119.74051,339.5,0.3,0.6,2017-04-29,0536,N,nominal,1.0NRT,307.7,2.3,D
40.13806,109.62598,349.1,0.4,0.4,2017-04-29,0536,N,nominal,1.0NRT,318.9,8,D
41.0868,118.27245,341.4,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,307.7,16.1,D
41.08635,118.26611,341.8,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,315.1,16.1,D
40.48679,111.82417,352.5,0.4,0.4,2017-04-29,0536,N,nominal,1.0NRT,317.8,28.2,D
41.08527,117.44677,339.7,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,306.5,3.4,D
41.19989,118.38555,347.7,0.6,0.5,2017-04-29,0536,N,nominal,1.0NRT,304.1,9.9,D
40.80177,113.18613,335.4,0.5,0.4,2017-04-29,0536,N,low,1.0NRT,310,1.2,D
41.29112,118.24342,339.9,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,300.3,13.4,D
41.29532,118.23548,367,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,360.6,193.7,D
41.29483,118.22843,349.2,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,298.3,193.7,D
41.29581,118.24253,367,0.5,0.5,2017-04-29,0536,N,low,1.0NRT,328.8,100.5,D
41.29999,118.23431,367,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,347.3,193.7,D
41.30099,118.24858,344.9,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,297.1,100.5,D
41.30048,118.24142,356.4,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,301.5,100.5,D
41.29902,118.2203,342.9,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,288.9,9,D
41.30466,118.2332,367,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,329.7,93.4,D
41.30516,118.2403,348.8,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,300,85.4,D
41.30416,118.22605,353.4,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,304.8,93.4,D
40.35379,109.27558,346.1,0.4,0.4,2017-04-29,0536,N,low,1.0NRT,316.7,3.8,D
41.0225,114.43805,338.3,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,307.2,3.5,D
41.68237,125.26762,331.4,0.6,0.7,2017-04-29,0536,N,nominal,1.0NRT,296.8,3.6,D
40.74268,111.76981,340.2,0.4,0.4,2017-04-29,0536,N,nominal,1.0NRT,311.3,3.2,D
40.74675,111.77403,341.3,0.4,0.4,2017-04-29,0536,N,nominal,1.0NRT,313.9,11.5,D
41.68395,125.26521,330.6,0.6,0.7,2017-04-29,0536,N,nominal,1.0NRT,297.1,3.9,D
41.67052,120.69147,338.2,0.4,0.6,2017-04-29,0536,N,low,1.0NRT,309.3,2,D
40.6181,109.75551,340.9,0.4,0.4,2017-04-29,0536,N,low,1.0NRT,315.7,4.4,D
41.2532,114.91348,336.2,0.6,0.4,2017-04-29,0536,N,nominal,1.0NRT,308.5,5.1,D
41.25715,114.91281,341.5,0.6,0.4,2017-04-29,0536,N,nominal,1.0NRT,305,5.1,D
41.19789,113.58824,335.5,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,308.2,2.2,D
41.75803,120.45484,331.9,0.4,0.6,2017-04-29,0536,N,low,1.0NRT,305.1,1.7,D
41.63072,117.47782,367,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,315.3,58.5,D
41.63482,117.47159,367,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,328.9,58.5,D
41.63528,117.47748,356.4,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,316.3,58.5,D
41.63936,117.47112,345.2,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,307.9,9.1,D
41.38957,114.733,339,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,308.5,3.9,D
41.67315,117.84497,335.7,0.5,0.5,2017-04-29,0536,N,low,1.0NRT,310.3,5.1,D
41.38872,114.73192,338.8,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,309.2,5.2,D
41.63124,117.47599,352.5,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,314.7,48.8,D
41.63579,117.47561,367,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,332.5,53.7,D
41.64033,117.47502,335.5,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,308.2,53.7,D
41.63991,117.46931,333.3,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,306.3,52.2,D
41.82272,120.28477,336.4,0.3,0.6,2017-04-29,0536,N,low,1.0NRT,306.9,2,D
41.47154,114.92194,348.4,0.6,0.4,2017-04-29,0536,N,nominal,1.0NRT,311.9,20.1,D
41.84659,119.56902,355.6,0.3,0.6,2017-04-29,0536,N,nominal,1.0NRT,304.1,3.3,D
42.0601,124.00237,337.5,0.5,0.7,2017-04-29,0536,N,nominal,1.0NRT,298.3,6.3,D
40.91115,109.84208,342.4,0.4,0.4,2017-04-29,0536,N,low,1.0NRT,315.7,2.3,D
41.25568,112.44276,337.7,0.4,0.4,2017-04-29,0536,N,nominal,1.0NRT,310.5,2.3,D
42.06141,124.00591,351.2,0.5,0.7,2017-04-29,0536,N,nominal,1.0NRT,298.5,8.4,D
41.21574,111.62641,342.1,0.4,0.4,2017-04-29,0536,N,nominal,1.0NRT,311.3,3.2,D
40.92674,109.23,342.6,0.4,0.4,2017-04-29,0536,N,low,1.0NRT,316.9,4.8,D
42.15306,125.97939,335.3,0.7,0.8,2017-04-29,0536,N,nominal,1.0NRT,294.3,6.6,D
41.31874,112.01293,339.2,0.4,0.4,2017-04-29,0536,N,low,1.0NRT,310.3,3.1,D
41.71132,115.59318,345.7,0.4,0.5,2017-04-29,0536,N,nominal,1.0NRT,307.3,6.1,D
41.96617,118.50949,346.5,0.6,0.5,2017-04-29,0536,N,nominal,1.0NRT,306.9,9,D
41.29679,111.30919,348.5,0.4,0.4,2017-04-29,0536,N,nominal,1.0NRT,311.7,8.2,D
41.33063,111.06693,338.3,0.4,0.4,2017-04-29,0536,N,nominal,1.0NRT,311.5,2,D
41.05509,108.97689,342.9,0.4,0.4,2017-04-29,0536,N,low,1.0NRT,315.8,9.9,D
41.83998,115.21233,338.7,0.4,0.5,2017-04-29,0536,N,nominal,1.0NRT,307.6,2.3,D
41.41365,111.43357,337.7,0.4,0.4,2017-04-29,0536,N,low,1.0NRT,311.5,1.9,D
41.93347,115.46678,348.1,0.4,0.5,2017-04-29,0536,N,nominal,1.0NRT,308.5,7.7,D
41.92861,115.28104,335.9,0.4,0.5,2017-04-29,0536,N,nominal,1.0NRT,305.8,2,D
42.25039,119.45987,339.7,0.3,0.6,2017-04-29,0536,N,nominal,1.0NRT,306.6,1.5,D
42.43121,124.10253,367,0.6,0.7,2017-04-29,0536,N,nominal,1.0NRT,300,18.7,D
41.08673,108.29916,340.9,0.4,0.4,2017-04-29,0536,N,low,1.0NRT,312.4,4.8,D
42.2277,118.19382,336.6,0.6,0.5,2017-04-29,0536,N,low,1.0NRT,308,3.5,D
42.23234,118.19122,339.1,0.6,0.5,2017-04-29,0536,N,nominal,1.0NRT,308.9,4.5,D
41.88684,114.0631,334.8,0.5,0.4,2017-04-29,0536,N,low,1.0NRT,308.7,2.5,D
41.88618,114.05679,333,0.5,0.4,2017-04-29,0536,N,low,1.0NRT,307.7,2.5,D
42.31741,119.33282,332.2,0.6,0.6,2017-04-29,0536,N,low,1.0NRT,306.1,2.8,D
42.50703,124.43408,356.5,0.6,0.7,2017-04-29,0536,N,nominal,1.0NRT,293.6,11.7,D
41.37061,108.66061,340.8,0.4,0.4,2017-04-29,0536,N,nominal,1.0NRT,313.3,2.7,D
41.37389,108.65973,339.1,0.4,0.4,2017-04-29,0536,N,nominal,1.0NRT,312,2.8,D
42.83368,122.99265,338,0.5,0.7,2017-04-29,0536,N,nominal,1.0NRT,302.3,3,D
41.92461,111.07832,341,0.4,0.4,2017-04-29,0536,N,nominal,1.0NRT,313.2,2.6,D
43.03652,125.20056,340.2,0.6,0.7,2017-04-29,0536,N,nominal,1.0NRT,293.8,5.3,D
43.04327,125.20025,336.8,0.6,0.7,2017-04-29,0536,N,nominal,1.0NRT,291.4,5.3,D
43.04013,120.78265,339.6,0.4,0.6,2017-04-29,0536,N,nominal,1.0NRT,303.5,1.2,D
43.54119,120.52478,339.1,0.4,0.6,2017-04-29,0536,N,nominal,1.0NRT,304.9,2.3,D
43.68879,119.6456,349.3,0.3,0.6,2017-04-29,0536,N,nominal,1.0NRT,303.8,4.2,D
43.68858,119.64132,353.8,0.3,0.6,2017-04-29,0536,N,nominal,1.0NRT,304.2,4.2,D
43.80688,121.73309,339.9,0.4,0.6,2017-04-29,0536,N,nominal,1.0NRT,296.9,3.3,D
44.13842,119.22585,336.6,0.3,0.6,2017-04-29,0536,N,nominal,1.0NRT,301.8,3.7,D
44.13819,119.22161,335.8,0.3,0.6,2017-04-29,0536,N,nominal,1.0NRT,301.4,2.3,D
44.92259,121.34189,335,0.4,0.6,2017-04-29,0536,N,nominal,1.0NRT,300.3,7.1,D
44.92242,121.33644,349.1,0.4,0.6,2017-04-29,0536,N,nominal,1.0NRT,300.1,6.5,D
44.99905,121.17712,342.9,0.4,0.6,2017-04-29,0536,N,nominal,1.0NRT,301.4,3.5,D
45.3706,121.84882,340.7,0.4,0.6,2017-04-29,0536,N,nominal,1.0NRT,296.8,3.2,D
45.37646,121.84851,367,0.4,0.6,2017-04-29,0536,N,nominal,1.0NRT,298.3,11.7,D
45.3763,121.84264,367,0.4,0.6,2017-04-29,0536,N,nominal,1.0NRT,298.2,11.7,D
45.37215,119.45641,347.5,0.3,0.6,2017-04-29,0536,N,nominal,1.0NRT,298.6,2.5,D
45.37738,119.45613,333.4,0.3,0.6,2017-04-29,0536,N,nominal,1.0NRT,298.8,2.5,D
45.54134,119.6015,344.1,0.3,0.6,2017-04-29,0536,N,nominal,1.0NRT,300.5,4.7,D
45.64773,126.09061,338.8,0.7,0.8,2017-04-29,0536,N,nominal,1.0NRT,290.7,4.2,D
45.725,122.37654,340.2,0.5,0.7,2017-04-29,0536,N,nominal,1.0NRT,292.4,4.5,D
45.94356,119.14397,347,0.3,0.6,2017-04-29,0536,N,nominal,1.0NRT,299.8,5.4,D
45.94872,119.1435,367,0.3,0.6,2017-04-29,0536,N,nominal,1.0NRT,297.1,5.4,D
45.94496,119.14461,352,0.3,0.6,2017-04-29,0536,N,nominal,1.0NRT,299.5,3.7,D
45.94476,119.14021,346.8,0.3,0.6,2017-04-29,0536,N,nominal,1.0NRT,299.2,3.7,D
45.95012,119.14413,336.6,0.3,0.6,2017-04-29,0536,N,nominal,1.0NRT,294.9,3.7,D
46.11638,121.85758,335.5,0.4,0.6,2017-04-29,0536,N,nominal,1.0NRT,291.9,3.1,D
42.58806,91.338,341.4,0.6,0.7,2017-04-29,0536,N,nominal,1.0NRT,308.5,5.4,D
47.30222,116.91414,355.6,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,300.3,16.2,D
47.30645,116.90646,345.4,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,305.5,9.7,D
47.31113,116.90593,344.9,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,304.6,9.7,D
47.30385,116.91305,351.9,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,301.4,27.3,D
47.30342,116.90586,336.4,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,300.7,5,D
47.30811,116.90534,354.1,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,305.5,6,D
47.3128,116.90479,336.8,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,303.2,6,D
47.32174,116.89643,349.5,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,309.3,24.5,D
42.58944,91.33539,339.6,0.6,0.7,2017-04-29,0536,N,nominal,1.0NRT,308.4,3.8,D
47.32642,116.89584,343.1,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,303.1,15.1,D
47.32598,116.88863,340.2,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,302.9,6.4,D
47.33066,116.88805,333.7,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,303.1,6.4,D
47.35436,116.96548,333.8,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,293.7,5.1,D
47.35317,116.87061,336.6,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,300,4.7,D
47.35786,116.87009,343.3,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,296.7,4.7,D
47.37226,116.94875,336,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,296.9,5.3,D
47.37145,116.86133,340.5,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,297.7,6,D
47.38035,116.85297,352.9,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,300.7,5.7,D
47.38503,116.85241,336,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,297.8,5.7,D
47.38923,116.84455,341.1,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,299.8,7.2,D
47.39391,116.84393,345.8,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,300.7,7.2,D
47.40328,116.91552,342.4,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,297.8,6.3,D
47.39858,116.84329,343.8,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,299.9,8.3,D
47.40278,116.83549,339.1,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,300.4,4.4,D
47.41219,116.90699,339.2,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,299.2,8.3,D
47.40746,116.83489,345.9,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,302,5.6,D
47.41213,116.83429,345.5,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,300.6,5.6,D
47.39107,116.85004,340.8,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,296.8,6.7,D
47.39063,116.84279,335.3,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,299.9,4,D
47.39531,116.84216,344.6,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,300.9,4,D
47.4043,116.91385,342.9,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,298.4,7.7,D
47.39998,116.84152,345.6,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,299.7,7,D
47.40466,116.84087,338.5,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,298.4,7,D
47.41325,116.90529,339,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,298.9,4.9,D
47.4089,116.83311,342.9,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,301.8,5.5,D
47.41357,116.83247,341.5,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,299.4,5.5,D
47.42219,116.89675,338.4,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,298.4,5.5,D
47.41824,116.83186,343.3,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,299.4,17.1,D
47.42644,116.88886,341.6,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,299.6,5.5,D
47.42247,116.82404,341.4,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,300,10.1,D
47.43068,116.88105,336.5,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,298.7,6.5,D
47.42715,116.82342,344.9,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,301.1,4.9,D
47.43538,116.88048,344.2,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,300.8,6.5,D
47.43182,116.82281,341.4,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,300,4.9,D
47.43962,116.87268,342.3,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,299.8,9.1,D
47.44117,116.8216,336.4,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,299.7,11,D
47.44854,116.86428,340.3,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,299.9,4.2,D
47.44539,116.81379,341.9,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,301.3,7.1,D
47.45277,116.85642,335.6,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,299.6,4.2,D
47.45006,116.8132,340.6,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,300,7.1,D
47.45473,116.8126,336.7,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,301.2,5.3,D
47.46167,116.84797,332.3,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,298.9,6.2,D
47.4659,116.84014,340.5,0.5,0.5,2017-04-29,0536,N,nominal,1.0NRT,300.1,5.4,D
48.21309,118.28087,355.2,0.6,0.6,2017-04-29,0536,N,nominal,1.0NRT,292.2,13.7,D
48.21166,118.28168,338.6,0.6,0.6,2017-04-29,0536,N,nominal,1.0NRT,292,6.5,D
48.21672,118.28121,344.3,0.6,0.6,2017-04-29,0536,N,nominal,1.0NRT,288.4,6.5,D
48.71425,118.78367,350.6,0.3,0.6,2017-04-29,0536,N,nominal,1.0NRT,292.9,3.6,D
48.86029,124.57313,328.9,0.6,0.7,2017-04-29,0536,N,nominal,1.0NRT,292.2,4.5,D
48.86244,124.57157,333.1,0.6,0.7,2017-04-29,0536,N,nominal,1.0NRT,291.8,3.6,D
47.78021,106.60942,347.7,0.4,0.4,2017-04-29,0536,N,nominal,1.0NRT,302.8,3.4,D
48.06843,106.58083,332.7,0.4,0.4,2017-04-29,0536,N,low,1.0NRT,306.9,2.5,D
48.87936,111.91261,334.3,0.5,0.4,2017-04-29,0536,N,low,1.0NRT,307.6,5,D
48.87725,111.89178,335.1,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,304.7,5.2,D
48.87652,111.88464,340.9,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,305.6,5.2,D
48.88313,111.91158,337.2,0.5,0.4,2017-04-29,0536,N,low,1.0NRT,308.1,6,D
48.88241,111.9045,352,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,310.8,7.3,D
48.8803,111.88372,349.3,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,306.9,10.1,D
48.87957,111.87649,340.3,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,306,28.3,D
48.87885,111.8695,339.3,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,307.2,28.3,D
48.88409,111.88289,367,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,310.6,10.1,D
48.88763,111.91777,341.5,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,307.5,6,D
48.88618,111.90346,345.6,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,312.2,7.3,D
48.88548,111.89656,335.7,0.5,0.4,2017-04-29,0536,N,low,1.0NRT,305.9,7.3,D
48.8848,111.88985,348.9,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,311.1,10.1,D
48.88335,111.87566,356.1,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,311.3,28.3,D
48.88263,111.86858,367,0.5,0.4,2017-04-29,0536,N,low,1.0NRT,327.8,28.3,D
48.89213,111.92395,344,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,312.3,9.3,D
48.89067,111.90957,336.5,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,306.1,5,D
48.88857,111.88894,347.7,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,311.4,7.3,D
48.88787,111.88206,348,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,308.9,7.3,D
48.88714,111.87487,355.6,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,317.4,45.9,D
48.8864,111.86765,367,0.5,0.4,2017-04-29,0536,N,low,1.0NRT,340.1,45.9,D
48.89592,111.92302,343.1,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,311.5,9.3,D
48.89445,111.90865,336.3,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,306.1,5,D
48.89235,111.88802,342.1,0.5,0.4,2017-04-29,0536,N,low,1.0NRT,312.4,7.3,D
48.89091,111.87392,347.6,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,312.2,45.9,D
48.89017,111.86668,355.3,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,323,45.9,D
48.89318,111.85838,367,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,313.1,34.6,D
48.89682,111.89388,341.6,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,309.6,8.7,D
48.89468,111.87292,345,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,310.8,8.4,D
48.89393,111.86568,347.4,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,308.4,8.4,D
48.89916,111.8789,345.7,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,309.2,14.9,D
48.89843,111.87185,345.4,0.5,0.4,2017-04-29,0536,N,nominal,1.0NRT,314.7,8.4,D
48.9066,111.91377,337.4,0.5,0.4,2017-04-29,0536,N,low,1.0NRT,309.4,8.6,D
48.90145,111.86352,338.5,0.5,0.4,2017-04-29,0536,N,low,1.0NRT,309.6,10.6,D
